topic_id,video_count,median_views,median_like_rate,top_category,category_mix,topic_label
166,26,17260.0,0.01985922376921354,entertainment,"{'entertainment': 22, 'food': 2, 'fitness': 1, 'tech': 1}",166_bruno_pepe_అన_month
100,45,17002.0,0.020882304706718417,tech,"{'tech': 41, 'entertainment': 3, 'gaming': 1}",100_technology verge_verge tech_subscribe verge_verge subscribe
184,22,16977.5,0.013627508431947065,entertainment,{'entertainment': 22},184_actor_birthday_celebrity_hollywood
86,49,16894.0,0.00868310140780279,entertainment,{'entertainment': 49},86_cartoon_cartoons_animated series_episodes
216,18,16853.0,0.019796797972740802,tech,"{'tech': 17, 'entertainment': 1}",216_insta360_webcam_360 camera_video camera
264,12,16713.0,0.01805216977643066,tech,{'tech': 12},264_lenovo_laptops 2025_laptop ultrabook_sony laptop
162,27,16681.0,0.01583949313621964,tech,{'tech': 27},162_kindle_paper_amazon kindle_tablet
105,44,16664.0,0.05738278969838091,tech,{'tech': 44},105_analyzer_probe_repair_meter
57,60,16189.0,0.0268949647728687,tech,"{'tech': 57, 'research_science': 2, 'fitness': 1}",57_airpods pro_airpods_headphones_earbuds
59,59,14544.0,0.008641975308641974,entertainment,"{'entertainment': 57, 'gaming': 1, 'fitness': 1}",59_kardashian_jennifer lopez_celebrity_kelly
285,10,14157.5,0.019768122182959334,fitness,"{'fitness': 9, 'tech': 1}",285_juice_game challenge_challenge challenge_prizes
157,28,13840.0,0.022693456403813476,tech,"{'tech': 22, 'research_science': 2, 'fitness': 2, 'gaming': 1, 'entertainment': 1}",157_tech gifts_gifts_gift_presents
176,24,13473.0,0.03570999603704667,fitness,"{'fitness': 23, 'food': 1}",176_snack_exercise_abs_fat
72,53,13270.0,0.053309796999117386,food,{'food': 53},72_bread_dough_baking_bake
154,29,13127.0,0.021119091272521748,research_science,"{'research_science': 25, 'entertainment': 3, 'gaming': 1}",154_broccoli reviews_broccoli_bobbybroccoli broccoli_reviews best
155,29,12964.0,0.025791624106230846,tech,"{'tech': 28, 'entertainment': 1}",155_photography_photographers_lens_photoshop
189,21,10697.0,0.019327980969372584,fitness,{'fitness': 21},189_day eating_eggs_egg_diet
269,12,8183.0,0.03248193031280813,tech,{'tech': 12},269_purchasing_qualifying purchases_tech deals_retailers
130,37,8044.0,0.015027634403690678,entertainment,{'entertainment': 37},130_dunk_fortune teller_egg_knight
232,16,7496.0,0.021879666972684786,entertainment,{'entertainment': 16},232_gilmore_cast_colleen_heartbreak
191,21,6309.0,0.022230063514467185,entertainment,"{'entertainment': 20, 'tech': 1}",191_billionaire_billionaires_richest_millions money
173,25,5585.0,0.03101772441395083,entertainment,"{'entertainment': 23, 'gaming': 2}",173_music licensed_new music_hip hop_tunes
175,24,5550.0,0.03388372195331557,tech,{'tech': 24},175_vlog_homelab_service_affiliate
205,19,5253.0,0.05092775365179629,fitness,{'fitness': 19},205_yoga_travis_meditation_founder
126,38,5198.5,0.035095794258097925,fitness,"{'fitness': 30, 'research_science': 5, 'entertainment': 2, 'tech': 1}",126_habits_motivation_habit_fitness
83,50,5126.0,0.02163473446046077,entertainment,{'entertainment': 50},83_survivor_shows_favorite shows_paramount
101,45,4946.0,0.07925712791001831,tech,"{'tech': 44, 'research_science': 1}",101_radio_rf_station_antenna
103,45,3479.0,0.0014017381553125877,entertainment,{'entertainment': 45},103_wars star_star wars_generated youtube_auto generated
138,32,3363.0,0.014646464646464647,fitness,{'fitness': 32},138_makeover_mommy_surgery_mom
158,28,2996.0,0.014441155500986031,fitness,"{'fitness': 23, 'research_science': 3, 'entertainment': 2}",158_posture_body_sit_makeover
224,16,2899.5,0.024583691255950463,tech,"{'tech': 15, 'entertainment': 1}",224_streaming_streams_stream_twitch links
88,49,2792.0,0.006167129201356768,tech,"{'tech': 48, 'gaming': 1}",88_javascript_html_tutorial_requests
268,12,2718.0,0.021353104726598703,entertainment,{'entertainment': 12},268_hollywood_actors_actor_blockbuster
242,15,2498.0,0.05098605098605099,tech,{'tech': 15},242_eevblog_cost eevblog_eevblog patreon_supporting eevblog
199,19,2265.0,0.06680687863417048,entertainment,"{'entertainment': 18, 'tech': 1}",199_code wendylee10_code wendyleeszany_commission affiliate_wendylee10 jordandeńe
48,66,2168.5,0.022644536403982247,tech,{'tech': 66},48_gadget 2018_gadget_gadget tech_favourite gadget
74,52,1728.5,0.007994313734885876,fitness,"{'fitness': 36, 'research_science': 11, 'food': 5}",74_pregnancy_pregnant_nutrients_infant
70,53,1704.0,0.022020725388601035,food,"{'food': 51, 'research_science': 1, 'entertainment': 1}",70_pig_pigs_hog_bacon
33,87,1469.0,0.014694508894044857,gaming,"{'gaming': 83, 'entertainment': 2, 'fitness': 2}",33_generated youtube_youtuber_provided youtube_youtube
279,11,1150.0,0.001644736842105263,tech,{'tech': 11},279_circuits_boards_board_circuit
136,34,969.0,0.04054561691429314,gaming,{'gaming': 34},136_isle_dinosaur_jurassic_jurassic world
71,53,964.0,0.039806996381182146,food,"{'food': 51, 'research_science': 2}",71_cheese_making_make_beginners
209,18,464.5,0.014606572203798613,tech,{'tech': 18},209_kevin stratvert_stratvert_kevin_24
51,63,128.0,0.04081632653061224,gaming,"{'gaming': 59, 'tech': 2, 'food': 1, 'fitness': 1}",51_trails_trail_ride_music
187,22,41.0,0.06612021857923497,food,"{'food': 17, 'fitness': 4, 'tech': 1}",187_january 2026_march 2025_2024_2026
222,17,30.0,0.05555555555555555,food,"{'food': 14, 'fitness': 2, 'gaming': 1}",222_october 2025_2023_2025_2024
169,26,18.0,0.13333333333333333,entertainment,{'entertainment': 26},169_conversations_episode_conversation_topics
146,30,9.5,0.0,fitness,"{'fitness': 14, 'food': 9, 'tech': 4, 'gaming': 2, 'entertainment': 1}",146____
235,16,9.0,0.0,gaming,"{'gaming': 15, 'tech': 1}",235_overwatch_lost_blizzard_heroes
53,63,0.0,0.0,food,"{'food': 50, 'gaming': 8, 'entertainment': 4, 'fitness': 1}",53_soundtrack_playlist_song_night
112,42,0.0,0.037914188860197484,entertainment,"{'entertainment': 41, 'tech': 1}",112_subtitles_lyricist_subtitle_translator
